Name,Type,Phone Number,Website,Types,GPS Coordinates,Address
Satisana Medicine,Holistic medicine practitioner,+52 322 373 1446,http://www.satisana.com/,"Holistic medicine practitioner,Acupuncture clinic,Yoga studio","20.6383472, -105.221812","Av. Francisco Villa 1010-Unit 53, Jardines de Las Gaviotas, 48328 Puerto Vallarta, Jal., Mexico"
Escuela FloreSiendo,Retreat Center,,,Retreat Center,"41.603415299999995, 2.6145663","Desconocido, 7, 08395 Can Valmanya, Barcelona, Spain"
Rastafari Indigenous Village,Cultural center,+1 876-285-4750,http://www.rastavillage.com/,"Cultural center,Agricultural production,Cultural landmark,Education center,Event management company,Heritage preservation,Vegan restaurant,Wellness center","18.4586461, -77.8827664","Montego River Gardens Porto Bello, Irwin Close, Montego Bay, Jamaica"
Rasta Village,Community center,+1 876-285-4750,http://www.rastavillage.com/,Community center,"18.459997299999998, -77.8868741","Fairfield Cres, Montego Bay, Jamaica"
Shamanic Place Life-Changing Journey,Retreat Center,+506 6227 4604,,Retreat Center,"9.6055897, -82.7014293","Street Paraiso 4 km south from, Limón Province, Punta Uva, 70403, Costa Rica"
Oregon Wellness Retreat by BFF,Retreat Center,(458) 285-5269,https://oregonwellnessretreat.com/,Retreat Center,"42.204509099999996, -122.7196417","438 N Main St, Ashland, OR 97520"
Savegre de Aguirre,Retreat Center,,,Retreat Center,"9.3306255, -83.9565796","Puntarenas Province, Costa Rica"
White Rabbit Collective,Retreat Center,(405) 761-6981,http://www.whiterabbitcollective.net/,Retreat Center,"46.423669, -129.9427086",
Gaia Sagrada Ayahuasca Retreat Center,Retreat Center,+593 98 590 4836,http://www.gaiasagrada.com/,Retreat Center,"-2.8725069999999997, -78.844076","Via a Llayzhatan Bajo 108, Cuenca, Ecuador"
Arcadia Tulum,Apartment building,,,Apartment building,"20.203357399999998, -87.4570372","Calle Kabah, C. Labnah, 77760 Tulum, Q.R., Mexico"
"BREATHWORK TULUM - Breathwork Retreats & Unique Healing Experiences, Sound Healing, Traditional Cacao Ceremonies & More",Wellness center,+52 55 4109 8336,http://breathworktulum.com/,"Wellness center,Event planner,Retreat center","20.1957094, -87.43808949999999","DiamanteK Hotel Carretera Bocca Paila km 2.5, National Park, Tulum Hotel Zone 2.5, 77780 Tulum, Q.R., Mexico"
Yäan Wellness,Spa,+52 984 314 3767,https://yaanhealingsanctuary.com/,"Spa,Health spa,Herbal medicine store","20.137078, -87.463652","Carretera Boca Paila KM 10, Quintana Roo 15, 77760 Tulum, Q.R., Mexico"
MAYAN CLAY SPA & BATHHOUSE TULUM,Spa,+52 984 807 9376,http://www.mayanclayspa.com/,"Spa,Day spa,Health spa,Massage spa","20.1431809, -87.4608885","Km 8.5 Bocapaila, Zona Costera, Solidaridad, 77710 Tulum, Q.R., Mexico"
ARCADIA EVENTS TULUM,Function room facility,,,Function room facility,"20.2855792, -87.5108142","77797 Tulum, Q.R., Mexico"
The Sacred Shala by Holistika,Yoga retreat center,+52 984 254 3355,https://www.holistikatulum.com/,Yoga retreat center,"20.2009047, -87.48273549999999","C. 10 Sur Manzana 902 Lote 4, zona 11, La Veleta, 77760 Tulum, Q.R., Mexico"
Casa Arkaana,Wellness center,+52 33 1857 7335,http://casaarkaana.com/,Wellness center,"20.369859599999998, -87.3868763","Aldea Coral, 77774 Tulum, Q.R., Mexico"
Amansala Resort |Beachclub | Spa,Resort hotel,+52 984 804 0950,http://www.amansala.com/,"Resort hotel,Fitness center,Hotel,Massage spa,Restaurant,Spa,Swimming pool,Wellness hotel,Yoga retreat center,Yoga studio","20.1664039, -87.4514355","Carr. Tulum-Boca Paila KM 5.5, Tulum Beach, Zona Hotelera, 77760 Tulum, Q.R., Mexico"
Sanctuary Tulum,Alternative medicine practitioner,(323) 612-2024,https://www.sanctuarytulum.com/,Alternative medicine practitioner,"20.2332362, -87.4165392","Carretera Federal Tulum km 230 + 201, 77780 Tulum, Q.R., Mexico"
"Healing with Adam / Light Language Reiki, Innerdance/ Kundalini Activation, Sound Healing",Holistic medicine practitioner,,https://healingwithadam.online/,Holistic medicine practitioner,"20.2088319, -87.4714443","Av. Tulum, Centro, 77780 Tulum, Q.R., Mexico"
Dreams and Wellness,Bed & breakfast,+31 6 42533318,http://www.dreamsandwellness.nl/,Bed & breakfast,"51.6479443, 5.5586777","Derpt 7, 5476 VW Vorstenbosch, Netherlands"
Switch,Yoga retreat center,+31 6 53810194,https://ikwilswitchen.nu/,"Yoga retreat center,Health consultant,Massage therapist,Meditation center,Training centre","51.6445395, 5.6274573","Muntmeester 58, 5406 BA Uden, Netherlands"
Tibetaans Boeddhistisch Centrum Karma Eusel Ling,Buddhist temple,+31 412 340 320,http://www.karmaeuselling.nl/,"Buddhist temple,Meditation center","51.6543393, 5.5526794","Heuvel 1, 5476 KG Vorstenbosch, Netherlands"
MindTravellers,Spa,+31 6 48463277,https://mindtravellers.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11498063858204731524,Spa,"51.941997099999995, 5.2168548999999995","Nijverheidsweg 7, 4104 AN Culemborg, Netherlands"
SET & SETTING Retreat - Psychedelisches Psilocybin Retreat,Retreat center,+49 1515 4998051,https://www.setandsetting-retreat.com/,Retreat center,"52.3352739, 4.9348535","Joop Geesinkweg 901-999, 1114 AB Amsterdam, Netherlands"
About Life Retreats by Boutique Retreat Centre De Aardborst,Retreat center,,http://www.deaardborst.nl/aboutlife,"Retreat center,Training centre,Yoga retreat center","51.4268389, 5.6106511999999995","Aardborstweg 12, 5731 PS Mierlo, Netherlands"
Natuurlijk Yoga Vorstenbosch,Yoga studio,+31 30 445 6624,,Yoga studio,"51.654650499999995, 5.5473167","Hondstraat 8, 5476 KT Vorstenbosch, Netherlands"
Mindcare-4all,Hypnotherapy service,+31 6 51134539,http://mindcare-4all.nl/,Hypnotherapy service,"51.653482999999994, 5.5529771","Meester Loeffenplein 14, 5476 KX Vorstenbosch, Netherlands"
Colife,Yoga studio,+41 79 721 10 10,https://www.colife.ch/,"Yoga studio,Hypnotherapy service,Meditation center,Pilates studio","46.2195738, 6.133545","Chem. des Colombettes 6, 1202 Genève, Switzerland"
Cospire Coworking Lausanne,Coworking space,+41 21 321 10 05,http://www.cospire.work/,"Coworking space,Business center,Event venue","46.525799, 6.6108163","Rue de Genève 100, 1004 Lausanne, Switzerland"
Impact Hub Geneva,Coworking space,+41 79 742 15 84,http://geneva.impacthub.net/,"Coworking space,Event venue","46.2105707, 6.1411865","Rue Fendt 1, 1201 Genève, Switzerland"
Tree of Life Facilitation Services LLC,Retreat Center,,https://www.treeoflifefacilitation.com/,Retreat Center,"45.538774, -122.6748786",
Mushroom Awakening - Individual retreats for Men,Retreat Center,+506 8695 3105,https://www.mushroomawakening.com/,Retreat Center,"9.2593573, -83.78914259999999","San José Province, San Salvador, Costa Rica"
Sadhana Lodge,Retreat Center,+39 339 256 2698,,Retreat Center,"20.217261099999998, -87.4521046","Fraccionamiento Villas, 77776 Tulum, Quintana Roo, Mexico"
CONSCIENCIA | Espacio holístico y tienda esotérica,Alternative medicine practitioner,+34 655 07 84 44,http://conscienciamallorca.es/,"Alternative medicine practitioner,Metaphysical supply store,General store,Herbalist,Meditation center,Yoga studio","39.5769999, 2.6674519","Carrer Josep Darder, 40, Levante, 07008 Palma, Balearic Islands, Spain"
Masajes Tantra en Mallorca (Mallorca Tantric Massage),Massage therapist,+34 623 03 90 20,https://masajestantramallorca.com/,"Massage therapist,Service establishment","39.613498, 2.9116515",
La Musa Verde,Retreat Center,+51 966 513 141,http://www.lamusaverde.com/,Retreat Center,"-6.4605657, -76.3502125","Prol. Alerta Km3, Tarapoto 22200, Peru"
La Hacienda Cancun,Wellness center,+52 998 147 5723,http://haciendacancun.mx/,"Wellness center,Day spa","21.110467999999997, -86.9649444","Carretera. Cancún-Mérida Km 302, C. Jacaranda 18, El Ramonal, 77500 Cancún, Q.R., Mexico"
NATURAL CENTER PLAYAS DE ROSARITO MED.NATURISTA,Naturopathic practitioner,+52 661 107 9862,http://pronatura_noroeste.guialocal.com.mx/#home,Naturopathic practitioner,"32.4024036, -117.04970639999999","Leyes de Reforma 130, Benito Juárez, 22710 Playas de Rosarito, B.C., Mexico"
Naturalito Restaurant y Café,Restaurant,+52 661 130 4782,,Restaurant,"32.3634081, -117.055578","chula vista, C. Galicia, Parcela 39, 22710 Playas de Rosarito, B.C., Mexico"
"Namaste Spa, Playas De Rosarito",Massage spa,+52 661 123 0797,https://www.facebook.com/Namaste-Spa-230030310372059/,"Massage spa,Sports massage therapist","32.339034, -117.0559121","Blvd. Benito Juárez 67, Centro Playas, 22700 Playas de Rosarito, B.C., Mexico"
NATURA Baja California,Beauty product supplier,+52 664 204 1904,,Beauty product supplier,"32.3994682, -117.0590412","Rosa Lorena Bucardo Campos 631, Rosamar, 22705 Playas de Rosarito, B.C., Mexico"
Rosarito Beach,Beach,,,Beach,"32.3406247, -117.05991639999999","Baja California, Mexico"
CENTRO INTEGRAL ARJE,Wellness center,,,Wellness center,"32.361034499999995, -117.05183749999999","Vista Encantada, Rancho Chula Vista, 22707 Playas de Rosarito, B.C., Mexico"
Rosarito Beach,Beach,,,Beach,"32.36116, -117.06966249999999","Baja California, Mexico"
"School of the Mother Earth, Rosarito Beach.",Herbalist,+52 16647933428,http://www.escueladelamadretierra.blogspot.mx/,"Herbalist,Massage therapist","32.3579011, -117.0536013","Baja California, Av Veracruz sur, 22710 Playas de Rosarito, B.C., Mexico"
Hero's Journey Spiritual Coaching,Retreat Center,,https://herosjourneycoach.com/,Retreat Center,"52.342116, 4.8663115",
Novalis,Retreat Center,+51 949 997 127,https://www.wearenovalis.com/contact,Retreat Center,"-16.4138461, -71.5147928","Jirón Victoria 281, Arequipa 04002, Peru"
Chakrana,Retreat Center,(562) 572-4531,https://www.chakranapv.com/home,Retreat Center,"20.6105373, -105.2337062","C. Juárez 576, Centro, 48300 Puerto Vallarta, Jal., Mexico"
Kawsay Ayahuasca Retreat,Retreat Center,+51 921 301 119,https://kawsayretreat.com/,Retreat Center,"-3.6370090999999998, -73.0763764","CW5F+C5, Indiana 16200, Peru"
Awaken Your Soul Costa Rica Retreat,Wellness program,(800) 940-3638,http://www.awakenyoursoul.co/,"Wellness program,Service establishment","8.2588996, -84.93997039999999",
Nada Brahma - Ayahuasca Spiritual Retreats Costa Rica,Retreat center,+506 8864 3241,https://nadabrahmahealingcenter.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
COSTA RICA Ayahuasca,Wellness center,+506 8741 8392,https://retreat.guru/centers/4659-1/ayahuasca-costa-rica,"Wellness center,Retreat center","9.423847799999999, -83.6782265","C8FC+GP, San José Province, Pérez Zeledón, Costa Rica"
New Life Ayahuasca,Retreat center,(215) 310-1250,http://newlifeayahuasca.com/,Retreat center,"10.1001111, -84.4982204","400 m South and 200 m West, Alajuela Province, San Ramon, 20201, Costa Rica"
Soltara,Retreat center,(800) 397-1730,https://soltara.co/,"Retreat center,Hotel","9.9134268, -84.9225898","Playa Blanca, Puntarenas Province, Gigante, Costa Rica"
Mundo Gente Medicina,Retreat center,+506 8386 8031,http://www.mundogentemedicina.com/,"Retreat center,Service establishment","8.2588996, -84.93997039999999",
Escazu,,,http://www.escazu.go.cr/,,"9.920695, -84.14615189999999","San José Province, Costa Rica"
EMBODY Costa Rica,Retreat center,+506 6223 7434,http://embodycostarica.com/,Retreat center,"9.9734222, -84.3730248","C. Boquerón, Alajuela Province, Atenas, 20501, Costa Rica"
Florestral Retreat Center,Yoga retreat center,+506 6444 3773,https://www.solcircle.org/,Yoga retreat center,"9.2651744, -83.7905286","Unnamed Road, San José, Pérez Zeledón, Costa Rica"
The Retreat Costa Rica - Wellness Resort & Spa,Hotel,+506 2106 3900,https://www.theretreatcostarica.com/,Hotel,"9.9667446, -84.4414927","Entrada de adoquín, Atenas, Barrio Jesús 700 metros Oeste de la entrada de Barroeta, Alajuela Province, Atenas, Costa Rica"
Escazú,,,,,"9.9065604, -84.1329595","San José Province, Costa Rica"
Elopement Costa Rica,Wedding planner,+506 8825 5888,http://elopementcostarica.com/,"Wedding planner,Service establishment","8.2588996, -84.93997039999999",
Villa Inti Wasi,Resort hotel,(775) 525-1285,http://villaintiwasi.com/,Resort hotel,"9.9540559, -84.5203676","3.5 Kilometro Norte de Parque, Provincia de Alajuela, San Mateo, 20401, Costa Rica"
Rastafari Indigenous Village,Cultural center,+1 876-285-4750,http://www.rastavillage.com/,"Cultural center,Agricultural production,Cultural landmark,Education center,Event management company,Heritage preservation,Vegan restaurant,Wellness center","18.4586461, -77.8827664","Montego River Gardens Porto Bello, Irwin Close, Montego Bay, Jamaica"
Rasta Village,Community center,+1 876-285-4750,http://www.rastavillage.com/,Community center,"18.459997299999998, -77.8868741","Fairfield Cres, Montego Bay, Jamaica"
Friends of the Vine Retreats,Retreat Center,+351 933 460 710,https://friendsofthevineretreats.com/,Retreat Center,"35.9915752, -18.826979599999998",
Life Synergy,Retreat Center,(718) 577-2646,https://www.facebook.com/lsrwellness/,Retreat Center,"20.6225336, -87.0751232","Calle 38 Norte, Entre 1ra y, Quinta Avenida Col, Zazil-ha, 77720 Playa del Carmen, Q.R., Mexico"
Colorado Springs,Retreat Center,,http://www.springsgov.com/,Retreat Center,"38.8338816, -104.8213634",Colorado
Temple of the Way of Light,Retreat center,,https://templeofthewayoflight.org/,"Retreat center,Lodge","-3.743721, -73.363958","Sgto. Lores 841, Iquitos 16000, Peru"
Awkipuma Healing Center - Ayahuasca Retreat in Peru,Retreat center,+51 979 521 819,https://awkipuma.com/,Retreat center,"-3.7306874, -73.2499564","Iquitos 16008, Peru"
Flower of Life,Wellness center,(786) 393-0799,https://floweroflifeperu.com/,"Wellness center,Health resort,Retreat center,Wellness hotel,Wellness program","-3.7453957, -73.2469428","Oficina, Callao N°174, Iquitos, Peru"
Takinuna Ayahuasca Retreats Perú,Retreat center,+51 935 184 155,https://www.thetakinuna.com/,Retreat center,"-3.7726154, -73.2652624","Av. Participación 1081, Iquitos 16006, Peru"
Caya Shobo Ayahuasca Retreat Healing Center,Lodge,+51 917 327 657,http://www.cayashobo.com/,"Lodge,Alternative medicine practitioner,Health spa","-3.8834773, -73.3668759","Varillal, 14km, Carr. Iquitos-Nauta, Iquitos 16000, Peru"
Arkana Spiritual Center : Amazon - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Psychoneurological specialized clinic","-3.7482548999999996, -73.2441649","Jirón Fitzcarrald 152, Iquitos 16002, Peru"
EL PURGUERO AYAHUASCA RETREAT,Retreat center,+51 965 761 626,http://elpurguero.com/,Retreat center,"-3.7341594999999996, -73.2410788","Nauta 23, Iquitos 16003, Peru"
"Dreamglade - Shamanic Healing Center -Iquitos, Peru",Retreat center,+51 920 478 240,http://www.dreamglade.com/,Retreat center,"-3.9012659999999997, -73.39355069999999","14692 varilla, Iquitos 16000, Peru"
Luz del Amazonas,Retreat center,+51 971 676 656,http://www.luzdelamazonas.com/,"Retreat center,Yoga retreat center","-3.7469877, -73.2445788","Condamine 220, Iquitos 16001, Peru"
A New Day Retreats,Retreat Center,+34 684 22 77 77,http://www.anewdayretreats.com/,Retreat Center,"38.6220414, -0.1299547","Av. de Sagi Barba, 03520 Polop, Alicante, Spain"
The Garden Of Peace,Retreat center,+44 7451 207424,https://www.thegardenofpeace.com/,Retreat center,"-6.4778291999999995, -76.37283769999999","Tarapoto 22202, Peru"
Tambo Ilusión Vegetarian Lodging / Hospedaje Vegetariano,Lodge,+51 942 754 466,http://www.tamboilusion.com/,"Lodge,Homestay","-6.499768899999999, -76.3284266","Jiron Los Aguajales 604, Tarapoto 22200, Peru"
Peru-Ayahuasca,Lodging,,,Lodging,"-6.4924919999999995, -76.34633149999999","San Miguel 563, Tarapoto 22202, Peru"
Katari Center,Health,+51 42 532443,http://www.kataricenter.com/,Health,"-6.495749099999999, -76.3638854","Jr. Jose Olaya 761, Tarapoto 22201, Peru"
Yacumaman Sanctuary Ecolodge,Hotel,,,Hotel,"-6.4819901, -76.35645149999999","Jirón Ramirez Hurtado 301, Tarapoto 22200, Peru"
Mantra Holistics,Health and beauty shop,+51 991 591 519,http://facebook.com/mantreando/,Health and beauty shop,"-6.486123, -76.3585442","Jirón Ramirez Hurtado 384, Tarapoto 22202, Peru"
Ayahuasca Center - RAO NETE,Cultural center,,https://www.instagram.com/rao.nete_healing.center/,Cultural center,"-7.8402376, -75.0371928","Centro Poblado, Pahoyan 16480, Peru"
Ayahuasca Spirit Center,Retreat center,+51 954 937 086,https://ayahuascaspiritcenter.com/,Retreat center,"-8.5240293, -74.39714219999999","FJG3+94Q, Éxito 25000, Peru"
mamaOlinda,Retreat center,+44 7931 678884,,Retreat center,"-7.8441078, -74.97518149999999","Camino Pahoyan, Pahoyan 16490, Peru"
PACHAMAMA TEMPLE - AYAHUASCA RETREAT,Retreat center,,https://pachamamatemple.org/,"Retreat center,Alternative medicine practitioner,Community health centre,Psychoanalyst,Psychotherapist","-8.3347157, -74.6061718","AA.HH Pablo Hocking Weeks Mz. A, Lt 7., Pucallpa, Peru"
Nimea Kaya Ayahuasca Retreat & Healing Center,Retreat center,+51 939 514 865,http://www.nimeakaya.org/,Retreat center,"-8.4172013, -74.5873317","La Florida, Pucallpa 25003, Peru"
Ayahuasca Foundation - Ayahuasca Retreats,Retreat center,+51 954 064 553,http://www.ayahuascafoundation.org/,Retreat center,"-3.8797097, -73.492565","Psje. K-18 Urb. Santa Sofia, Iquitos, Peru"
Kene Nete Healing Center,Retreat center,+46 72 535 99 99,https://kenenete.com/,Retreat center,"-7.8438707999999995, -75.0292585","Camino Pahoyan PE, Pahoyan 16490, Peru"
Awkipuma Healing Center - Ayahuasca Retreat in Peru,Retreat center,+51 979 521 819,https://awkipuma.com/,Retreat center,"-3.7306874, -73.2499564","Iquitos 16008, Peru"
Temple of the Way of Light,Retreat center,,https://templeofthewayoflight.org/,"Retreat center,Lodge","-3.743721, -73.363958","Sgto. Lores 841, Iquitos 16000, Peru"
Flower of Life,Wellness center,(786) 393-0799,https://floweroflifeperu.com/,"Wellness center,Health resort,Retreat center,Wellness hotel,Wellness program","-3.7453957, -73.2469428","Oficina, Callao N°174, Iquitos, Peru"
Kawsay Ayahuasca Retreat,Tourist attraction,+51 921 301 119,https://kawsayretreat.com/,"Tourist attraction,Herbalist,Holistic medicine practitioner,Lodging,Mental health service,Retreat center,Spiritist center,Tour operator","-3.6370090999999998, -73.0763764","CW5F+C5, Indiana 16200, Peru"
Caya Shobo Ayahuasca Retreat Healing Center,Lodge,+51 917 327 657,http://www.cayashobo.com/,"Lodge,Alternative medicine practitioner,Health spa","-3.8834773, -73.3668759","Varillal, 14km, Carr. Iquitos-Nauta, Iquitos 16000, Peru"
